Time,Time Code,Country Name,Country Code,GDP per capita growth (annual %) [NY.GDP.PCAP.KD.ZG],GDP growth (annual %) [NY.GDP.MKTP.KD.ZG]
2020,YR2020,Afghanistan,AFG,-4.57503186436271,-2.35110067344623
2020,YR2020,Albania,ALB,-3.39870846788662,-3.95539792669307
2020,YR2020,Algeria,DZA,-6.82696362319118,-5.09999999999982
2020,YR2020,American Samoa,ASM,4.13808366254634,3.92156862745099
2020,YR2020,Andorra,AND,-12.0882996669955,-11.9526932539653
2020,YR2020,Angola,AGO,-8.39624119385249,-5.39998738958575
2020,YR2020,Antigua and Barbuda,ATG,-20.8549349330109,-20.1923705722071
2020,YR2020,Argentina,ARG,-10.7651077297352,-9.89526896368687
2020,YR2020,Armenia,ARM,-7.5720605257634,-7.40000000000001
2020,YR2020,Aruba,ABW,..,..
2020,YR2020,Australia,AUS,-1.25459826868642,-0.00383655856659004
2020,YR2020,Austria,AUT,-7.12447972593793,-6.73451407608768
2020,YR2020,Azerbaijan,AZE,-4.95270163708527,-4.29999999999997
2020,YR2020,"Bahamas, The",BHS,-15.3322770970022,-14.5144814032903
2020,YR2020,Bahrain,BHR,-8.45537049876401,-5.08518021318916
2020,YR2020,Bangladesh,BGD,2.47635985204822,3.5091358821393
2020,YR2020,Barbados,BRB,-19.07818762048,-18.9795097037672
2020,YR2020,Belarus,BLR,-0.479446185047166,-0.900000000246891
2020,YR2020,Belgium,BEL,-6.20677030768924,-5.65965987018394
2020,YR2020,Belize,BLZ,-15.5827414437054,-14.0105321507761
2020,YR2020,Benin,BEN,1.09009852710551,3.84879240030133
2020,YR2020,Bermuda,BMU,-6.32942429551149,-6.34408024589787
2020,YR2020,Bhutan,BTN,-11.0690288043469,-10.0763411241337
2020,YR2020,Bolivia,BOL,-10.0785803454608,-8.82949361965127
2020,YR2020,Bosnia and Herzegovina,BIH,-2.60143470404519,-3.19695013403583
2020,YR2020,Botswana,BWA,-10.3576481196919,-8.49289351078259
2020,YR2020,Brazil,BRA,-4.74055319539093,-4.05904827267271
2020,YR2020,British Virgin Islands,VGB,..,..
2020,YR2020,Brunei Darussalam,BRN,0.165658548031232,1.13357335070793
2020,YR2020,Bulgaria,BGR,-3.81151594165073,-4.38714983385256
2020,YR2020,Burkina Faso,BFA,-0.907160523079824,1.93032488957256
2020,YR2020,Burundi,BDI,-2.74070846256809,0.297577119233125
2020,YR2020,Cabo Verde,CPV,-15.7109984705467,-14.7834050101145
2020,YR2020,Cambodia,KHM,-4.49404211947801,-3.1475890983283
2020,YR2020,Cameroon,CMR,-2.04245466490876,0.491914742161129
2020,YR2020,Canada,CAN,-6.25999216467793,-5.23302430280606
2020,YR2020,Cayman Islands,CYM,-7.82590851918644,-6.73028742811069
2020,YR2020,Central African Republic,CAF,-0.936836487562402,0.829010003307488
2020,YR2020,Chad,TCD,-3.83567515256786,-0.947304885424217
2020,YR2020,Channel Islands,CHI,..,..
2020,YR2020,Chile,CHL,-6.58075571518616,-5.77150166878876
2020,YR2020,China,CHN,2.11652289256483,2.3475135727457
2020,YR2020,Colombia,COL,-7.79120102284125,-6.79575810693639
2020,YR2020,Comoros,COM,-2.27695071483737,-0.128835487587722
2020,YR2020,"Congo, Dem. Rep.",COD,-1.41205102844263,1.7354227636007
2020,YR2020,"Congo, Rep.",COG,-10.2397571028887,-7.94444567858203
2020,YR2020,Costa Rica,CRI,-4.94039889859498,-4.06367653504677
2020,YR2020,Cote d'Ivoire,CIV,-0.599377217026557,1.95833247878154
2020,YR2020,Croatia,HRV,-7.6898296916544,-8.09976125177539
2020,YR2020,Cuba,CUB,-10.8943436642688,-10.9483409741617
2020,YR2020,Curacao,CUW,-17.1224173300476,-18.4
2020,YR2020,Cyprus,CYP,-6.51662734902814,-5.2289880999943
2020,YR2020,Czech Republic,CZE,-6.03577378249608,-5.79781387689806
2020,YR2020,Denmark,DNK,-2.34733603210697,-2.06212495876164
2020,YR2020,Djibouti,DJI,-0.969351782688705,0.499999999999986
2020,YR2020,Dominica,DMA,-16.816900552918,-16.6049115377829
2020,YR2020,Dominican Republic,DOM,-7.65706090822447,-6.72023937283404
2020,YR2020,Ecuador,ECU,-9.15874486974343,-7.75012337710913
2020,YR2020,"Egypt, Arab Rep.",EGY,1.59984859203273,3.5696694750486
2020,YR2020,El Salvador,SLV,-9.04150628086718,-8.5813121584968
2020,YR2020,Equatorial Guinea,GNQ,-8.07963256832578,-4.89335647440198
2020,YR2020,Eritrea,ERI,..,..
2020,YR2020,Estonia,EST,-3.25430689209347,-2.95106931268964
2020,YR2020,Eswatini,SWZ,-2.86834317136054,-1.85052471016712
2020,YR2020,Ethiopia,ETH,3.3952700661372,6.05661779202561
2020,YR2020,Faroe Islands,FRO,..,..
2020,YR2020,Fiji,FJI,-16.3219325596987,-15.7118039805906
2020,YR2020,Finland,FIN,-2.96029270983367,-2.80013589086919
2020,YR2020,France,FRA,-8.05031008095041,-7.85525603703762
2020,YR2020,French Polynesia,PYF,-8.13242689353957,-7.59987555401415
2020,YR2020,Gabon,GAB,-4.18185823459717,-1.83776092953785
2020,YR2020,"Gambia, The",GMB,-3.06327524806795,-0.215576043106495
2020,YR2020,Georgia,GEO,-6.60576859188363,-6.76043981705519
2020,YR2020,Germany,DEU,-4.73878904837903,-4.56961671737398
2020,YR2020,Ghana,GHA,-1.70251702105996,0.414443457624131
2020,YR2020,Gibraltar,GIB,..,..
2020,YR2020,Greece,GRC,-8.96790561579094,-9.01912908499726
2020,YR2020,Greenland,GRL,..,..
2020,YR2020,Grenada,GRD,-14.1042246355753,-13.7077306813298
2020,YR2020,Guam,GUM,-12.6271526686851,-11.8500176865936
2020,YR2020,Guatemala,GTM,-3.00490339698756,-1.51932802919289
2020,YR2020,Guinea,GIN,4.0431629902353,6.98855997080146
2020,YR2020,Guinea-Bissau,GNB,-4.73491375422959,-2.39999999921721
2020,YR2020,Guyana,GUY,42.7893004858971,43.4795559399402
2020,YR2020,Haiti,HTI,-4.52549182297372,-3.34337261175989
2020,YR2020,Honduras,HND,-10.4215011539207,-8.96476018404584
2020,YR2020,"Hong Kong SAR, China",HKG,-5.76011270583443,-6.08146778412127
2020,YR2020,Hungary,HUN,-4.46667235735364,-4.67568699324362
2020,YR2020,Iceland,ISL,-7.99964552840062,-6.50391225040894
2020,YR2020,India,IND,-8.16489390792292,-7.25175478178826
2020,YR2020,Indonesia,IDN,-3.10714219034654,-2.06954349906437
2020,YR2020,"Iran, Islamic Rep.",IRN,2.06002954994918,3.38826166523735
2020,YR2020,Iraq,IRQ,-17.5866074376067,-15.6730927866074
2020,YR2020,Ireland,IRL,4.58709068481787,5.86697550911293
2020,YR2020,Isle of Man,IMN,..,..
2020,YR2020,Israel,ISR,-3.88277420206626,-2.15342848939964
2020,YR2020,Italy,ITA,-8.67091909932761,-8.93859250023444
2020,YR2020,Jamaica,JAM,-10.3915896501406,-10
2020,YR2020,Japan,JPN,-4.26028956099367,-4.58550828070608
2020,YR2020,Jordan,JOR,-2.53019323476023,-1.55138446553204
2020,YR2020,Kazakhstan,KAZ,-3.75169199933455,-2.5
2020,YR2020,Kenya,KEN,-2.53585612321258,-0.316182728955951
2020,YR2020,Kiribati,KIR,-3.45635887438323,-1.94755664673815
2020,YR2020,"Korea, Dem. People's Rep.",PRK,..,..
2020,YR2020,"Korea, Rep.",KOR,-0.988901198926328,-0.852031428863825
2020,YR2020,Kosovo,XKX,-4.62048138606205,-5.34027530229791
2020,YR2020,Kuwait,KWT,-10.0427425000043,-8.6852616529353
2020,YR2020,Kyrgyz Republic,KGZ,-10.4936854129966,-8.61655103130452
2020,YR2020,Lao PDR,LAO,-0.962611713840786,0.503031829708618
2020,YR2020,Latvia,LVA,-2.99644878983142,-3.61856599172043
2020,YR2020,Lebanon,LBN,-21.1160044260512,-21.4642662752687
2020,YR2020,Lesotho,LSO,-10.3306686674169,-9.61403701940095
2020,YR2020,Liberia,LBR,-5.29058563628975,-2.98291628083938
2020,YR2020,Libya,LBY,-32.2381642959612,-31.3000000487945
2020,YR2020,Liechtenstein,LIE,..,..
2020,YR2020,Lithuania,LTU,-0.152550057131648,-0.132431460828812
2020,YR2020,Luxembourg,LUX,-3.68300299431648,-1.7762402290181
2020,YR2020,"Macao SAR, China",MAC,-54.641446974811,-54.011402150248
2020,YR2020,Madagascar,MDG,-9.56081244340523,-7.14061159103504
2020,YR2020,Malawi,MWI,-1.84096783778082,0.799998330902724
2020,YR2020,Malaysia,MYS,-6.86027342704296,-5.64694483644712
2020,YR2020,Maldives,MDV,-34.6790952766038,-33.499902099428
2020,YR2020,Mali,MLI,-4.12662576286982,-1.235450447077
2020,YR2020,Malta,MLT,-10.7585470669588,-7.00112961514149
2020,YR2020,Marshall Islands,MHL,-2.8733879989591,-2.20760540236407
2020,YR2020,Mauritania,MRT,-4.38235525118915,-1.76332179417277
2020,YR2020,Mauritius,MUS,-14.8966374554128,-14.8946875651821
2020,YR2020,Mexico,MEX,-9.27422911762298,-8.30903465889521
2020,YR2020,"Micronesia, Fed. Sts.",FSM,-2.79882511795984,-1.76541515225117
2020,YR2020,Moldova,MDA,-5.3899852807149,-6.96904715700302
2020,YR2020,Monaco,MCO,-12.3756579382016,-11.7527733755943
2020,YR2020,Mongolia,MNG,-6.10443081365783,-4.55775197337685
2020,YR2020,Montenegro,MNE,-15.2084745840286,-15.3068937570407
2020,YR2020,Morocco,MAR,-7.42665148894926,-6.29325315954672
2020,YR2020,Mozambique,MOZ,-4.04435368981659,-1.23390571070034
2020,YR2020,Myanmar,MMR,2.48283933592906,3.17377440041078
2020,YR2020,Namibia,NAM,-10.1707517202466,-8.50014903765293
2020,YR2020,Nauru,NRU,0.495884603387807,1.14942528735634
2020,YR2020,Nepal,NPL,-3.86298769960943,-2.08837869543885
2020,YR2020,Netherlands,NLD,-4.32961188285681,-3.79863599268334
2020,YR2020,New Caledonia,NCL,..,..
2020,YR2020,New Zealand,NZL,-0.240800771195083,1.86285153314982
2020,YR2020,Nicaragua,NIC,-3.14703683837519,-1.97732939329578
2020,YR2020,Niger,NER,-0.25361544353764,3.58000640281861
2020,YR2020,Nigeria,NGA,-4.2601131442069,-1.79425308233591
2020,YR2020,North Macedonia,MKD,-5.0180405130877,-5.20844405705904
2020,YR2020,Northern Mariana Islands,MNP,..,..
2020,YR2020,Norway,NOR,-1.30000015394134,-0.717182669244792
2020,YR2020,Oman,OMN,-5.69606110307078,-3.2009359899042
2020,YR2020,Pakistan,PAK,-2.87594561462522,-0.935389532589809
2020,YR2020,Palau,PLW,-10.1914249609702,-9.73741794310722
2020,YR2020,Panama,PAN,-19.244276467277,-17.9448639999999
2020,YR2020,Papua New Guinea,PNG,-5.34336338763713,-3.50000000000009
2020,YR2020,Paraguay,PRY,-1.79098022829488,-0.565695446951935
2020,YR2020,Peru,PER,-12.3921306943849,-11.1488118768393
2020,YR2020,Philippines,PHL,-10.7815135463198,-9.57302987461006
2020,YR2020,Poland,POL,-2.50297776781863,-2.5406586820496
2020,YR2020,Portugal,PRT,-8.61393196791485,-8.44245642824731
2020,YR2020,Puerto Rico,PRI,-3.91353453814327,-3.90330519298465
2020,YR2020,Qatar,QAT,-5.19749228246543,-3.55760399909461
2020,YR2020,Romania,ROU,-3.50443023076153,-3.93045405715536
2020,YR2020,Russian Federation,RUS,-2.7715653324851,-2.95127389914892
2020,YR2020,Rwanda,RWA,-5.78252238248137,-3.35547212198846
2020,YR2020,Samoa,WSM,-3.23917618866891,-2.59260829960374
2020,YR2020,San Marino,SMR,..,..
2020,YR2020,Sao Tome and Principe,STP,1.15503808250499,3.08972555522433
2020,YR2020,Saudi Arabia,SAU,-5.60869531637937,-4.10658341325225
2020,YR2020,Senegal,SEN,-1.21334192598698,1.49976342727345
2020,YR2020,Serbia,SRB,-0.413904468120521,-0.94459651550703
2020,YR2020,Seychelles,SYC,-11.5294348013153,-10.7709214792022
2020,YR2020,Sierra Leone,SLE,-3.98165433349067,-1.96894782045837
2020,YR2020,Singapore,SGP,-5.09547062891869,-5.39102140610559
2020,YR2020,Sint Maarten (Dutch part),SXM,..,..
2020,YR2020,Slovak Republic,SVK,-4.44074963453588,-4.35875380792719
2020,YR2020,Slovenia,SVN,-4.7646789030922,-4.22926138908075
2020,YR2020,Solomon Islands,SLB,-6.69331588516656,-4.31726002703921
2020,YR2020,Somalia,SOM,-0.462294726390766,2.44021097265804
2020,YR2020,South Africa,ZAF,-7.61587550157316,-6.43197482605483
2020,YR2020,South Sudan,SSD,..,..
2020,YR2020,Spain,ESP,-11.2335320992436,-10.8228864939664
2020,YR2020,Sri Lanka,LKA,-4.0794090524288,-3.5690761372374
2020,YR2020,St. Kitts and Nevis,KNA,-14.9761132822248,-14.3999965497237
2020,YR2020,St. Lucia,LCA,-20.7352860984343,-20.3736417898159
2020,YR2020,St. Martin (French part),MAF,..,..
2020,YR2020,St. Vincent and the Grenadines,VCT,-3.56152631818665,-3.25283390832922
2020,YR2020,Sudan,SDN,-5.90675590365227,-3.62980562615675
2020,YR2020,Suriname,SUR,-16.6635316525252,-15.9079511896139
2020,YR2020,Sweden,SWE,-3.64699713705915,-2.94812787928382
2020,YR2020,Switzerland,CHE,-3.08915995954912,-2.39282604159746
2020,YR2020,Syrian Arab Republic,SYR,..,..
2020,YR2020,Tajikistan,TJK,2.12659470706988,4.49999951669761
2020,YR2020,Tanzania,TZA,-0.95017651764438,1.99634350627701
2020,YR2020,Thailand,THA,-6.333597892475,-6.09898384267129
2020,YR2020,Timor-Leste,TLS,8.25205313717632,10.37185523562
2020,YR2020,Togo,TGO,-0.660830190764798,1.75282496719069
2020,YR2020,Tonga,TON,-0.488055108897129,0.654698595700353
2020,YR2020,Trinidad and Tobago,TTO,-8.15167997220753,-7.85393994847536
2020,YR2020,Tunisia,TUN,-10.1344324357438,-9.18237259399903
2020,YR2020,Turkey,TUR,0.695873101348994,1.79355139618684
2020,YR2020,Turkmenistan,TKM,..,..
2020,YR2020,Turks and Caicos Islands,TCA,-27.773778167255,-26.7828754013661
2020,YR2020,Tuvalu,TUV,3.18707598371779,4.40000000000001
2020,YR2020,Uganda,UGA,-0.360468367685613,2.9513064215777
2020,YR2020,Ukraine,UKR,-3.35052826556826,-4.00000610071135
2020,YR2020,United Arab Emirates,ARE,-7.2721729746159,-6.13450080253007
2020,YR2020,United Kingdom,GBR,-9.90699278368999,-9.39616000598907
2020,YR2020,United States,USA,-3.74296151216517,-3.40459157333871
2020,YR2020,Uruguay,URY,-6.18382416027808,-5.85872124345026
2020,YR2020,Uzbekistan,UZB,-0.221646202901013,1.71477057564864
2020,YR2020,Vanuatu,VUT,-9.01902421865748,-6.81399113238088
2020,YR2020,"Venezuela, RB",VEN,..,..
2020,YR2020,Vietnam,VNM,1.97923084573928,2.9058355842084
2020,YR2020,Virgin Islands (U.S.),VIR,..,..
2020,YR2020,West Bank and Gaza,PSE,-13.6319590509676,-11.4574515130457
2020,YR2020,"Yemen, Rep.",YEM,..,..
2020,YR2020,Zambia,ZMB,-5.55028325872323,-2.78505506545167
2020,YR2020,Zimbabwe,ZWE,-7.62038819104805,-6.24874822378281
2020,YR2020,Africa Eastern and Southern,AFE,-5.40382044522711,-2.9391855811122
2020,YR2020,Africa Western and Central,AFW,-3.45397565583164,-0.884980919459011
2020,YR2020,Arab World,ARB,-7.06518187900672,-5.28184428753164
2020,YR2020,Caribbean small states,CSS,-8.66604019795621,-8.1613049889538
2020,YR2020,Central Europe and the Baltics,CEB,-3.67709182136761,-3.81394003319146
2020,YR2020,Early-demographic dividend,EAR,-5.70391330882559,-4.50556099273764
2020,YR2020,East Asia & Pacific,EAS,-0.562730744496193,-0.133318686536555
2020,YR2020,East Asia & Pacific (excluding high income),EAP,0.893428496415154,1.37857512990213
2020,YR2020,East Asia & Pacific (IDA & IBRD countries),TEA,0.892621394084387,1.37830611448555
2020,YR2020,Euro area,EMU,-6.57646298685155,-6.39422105325941
2020,YR2020,Europe & Central Asia,ECS,-5.8509250986931,-5.58039775365077
2020,YR2020,Europe & Central Asia (excluding high income),ECA,-1.88462155984431,-1.54396002239542
2020,YR2020,Europe & Central Asia (IDA & IBRD countries),TEC,-2.07887401240494,-1.77685331143942
2020,YR2020,European Union,EUU,-6.08266068981985,-5.95562768447503
2020,YR2020,Fragile and conflict affected situations,FCS,-6.91451989531241,-4.73779618125812
2020,YR2020,Heavily indebted poor countries (HIPC),HPC,-2.27285174209922,0.381128607680509
2020,YR2020,High income,HIC,-4.81263699290093,-4.48760466165653
2020,YR2020,IBRD only,IBD,-2.2329101803078,-1.50103699516396
2020,YR2020,IDA & IBRD total,IBT,-2.51336750087337,-1.40239984775179
2020,YR2020,IDA blend,IDB,-3.48409085262087,-1.32075992825219
2020,YR2020,IDA only,IDX,-1.24526392898873,1.00954486354547
2020,YR2020,IDA total,IDA,-2.32658582424476,-0.110195190133211
2020,YR2020,Late-demographic dividend,LTE,-0.210640343264075,0.142014397854837
2020,YR2020,Latin America & Caribbean,LCN,-7.55835780864733,-6.72242728622075
2020,YR2020,Latin America & Caribbean (excluding high income),LAC,-7.68319627916567,-6.78442876037036
2020,YR2020,Latin America & the Caribbean (IDA & IBRD countries),TLA,-7.51633508811591,-6.65871939280149
2020,YR2020,Least developed countries: UN classification,LDC,-1.60421042704674,0.685682026292397
2020,YR2020,Low & middle income,LMY,-2.4750092790522,-1.35216094854496
2020,YR2020,Low income,LIC,-1.99237323080656,0.621414105832002
2020,YR2020,Lower middle income,LMC,-4.72760225902481,-3.41583213319029
2020,YR2020,Middle East & North Africa,MEA,-5.60903982863607,-3.98774252432908
2020,YR2020,Middle East & North Africa (excluding high income),MNA,-5.11796269604578,-3.4879147659418
2020,YR2020,Middle East & North Africa (IDA & IBRD countries),TMN,-5.02652572816928,-3.40415585372752
2020,YR2020,Middle income,MIC,-2.33863729940917,-1.37966130484432
2020,YR2020,North America,NAC,-3.95953184383971,-3.54858660544932
2020,YR2020,Not classified,INX,..,..
2020,YR2020,OECD members,OED,-4.88843871128634,-4.46914256276541
2020,YR2020,Other small states,OSS,-6.83100384093962,-5.10758029449292
2020,YR2020,Pacific island small states,PSS,-11.216441546346,-9.89531172078411
2020,YR2020,Post-demographic dividend,PST,-4.8843229734569,-4.67961924265012
2020,YR2020,Pre-demographic dividend,PRE,-5.65642091275151,-3.07114847702088
2020,YR2020,Small states,SST,-7.15597377325766,-5.67491506159676
2020,YR2020,South Asia,SAS,-6.77794871893134,-5.70618964938109
2020,YR2020,South Asia (IDA & IBRD),TSA,-6.77794871893134,-5.7061896493811
2020,YR2020,Sub-Saharan Africa,SSF,-4.52115153777879,-2.01213540654433
2020,YR2020,Sub-Saharan Africa (excluding high income),SSA,-4.51406356477582,-2.00471206839836
2020,YR2020,Sub-Saharan Africa (IDA & IBRD countries),TSS,-4.52115153777875,-2.0121354065443
2020,YR2020,Upper middle income,UMC,-1.17294799757904,-0.713231664785411
2020,YR2020,World,WLD,-4.26843216754973,-3.29349659895067
,,,,,
,,,,,
,,,,,
Data from database: World Development Indicators,,,,,
Last Updated: 04/08/2022,,,,,
